Country,scores,Edu,MPYears,Female,Minister,PartyLeader,Party,PovertyAgg,AgricultureAgg,EconomyAgg,EducationAgg,HealthAgg,InfrastructureAgg,SocialRightsAgg,PoliticalRightsAgg,ViolenceAgg,WaterAgg,WomenRightsAgg,Ruling,Matriloc,Matrilin,PoliticalJob,Year,CountryCorr,WomenRep,Polity,RulingParty,Proportional,Quota,GDPPC,Under5Mortality,Urban,GenderGap,WomenLabor,DistMag,ABWomen,PercRuling,PREG,ELF
Benin,0.744159937,7,3,0,0,1,"Union nationale pour la dí©mocratie et le progríÂs, UNDP",0,0,0,0,0,0,0,3,0,0,0,0,NA,NA,0,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Benin,-0.09414018,7,3,0,0,1,"Cap-Suru, FCBE",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Benin,0.635127797,7,3,0,0,1,"Alliance cauri pour le dí©veloppement, ACC, FCBE",0,0,3,0,0,0,0,0,0,0,0,1,NA,NA,1,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Benin,0.046155162,7,15,0,0,1,"Mouvement African pour la dí©mocratie et le progríÂs, MADEP, ADD",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Benin,0.553411491,7,3,0,0,0,"Parti du renouveau dí©mocratique, PRD",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Benin,-0.830639197,9,15,0,1,1,"Union pour la dí©mocratie et la solidarití©, UDS, FCBE",0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2010,0.054487602,8.4,7,0.4216867,3,0,618,116,41,0.56,72,3.46,78,0.42,0.3,0.62
Botswana,0.550907183,6,6,0,1,0,"Botswana Democratic Party, BDP",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-1.349239652,6,6,0,1,0,"Botswana Democratic Party, BDP",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.287057812,8,1,0,1,0,"Botswana Democratic Party, BDP",0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.209401315,3,1,0,1,0,"Botswana Democratic Party, BDP",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.012423874,6,6,0,1,0,"Botswana Democratic Party, BDP",1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-1.007434886,8,6,0,1,0,"Botswana Democratic Party, BDP",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.25146172,8,6,0,1,0,"Botswana Democratic Party, BDP",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.03413758,6,6,0,1,0,"Botswana Democratic Party, BDP",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.180352247,7,1,0,1,1,"Botswana Democratic Party, BDP",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.09414018,6,1,0,1,1,"Botswana Democratic Party, BDP",0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.747920847,5,6,0,1,0,"Botswana Democratic Party, BDP",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.603123211,6,6,0,1,1,"Botswana Democratic Party, BDP",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.212356833,2,6,1,1,1,"Botswana Democratic Party, BDP",0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.044392238,6,6,0,1,1,"Botswana Democratic Party, BDP",1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.522334747,6,1,0,0,0,"Botswana Democratic Party, BDP",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.656531832,8,6,0,0,1,"Botswana Movement for Democracy, BMD",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.25146172,6,1,0,0,1,"Botswana Movement for Democracy, BMD",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.180352247,6,6,0,0,1,"Botswana Congress Party, BCP",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.001297912,4,11,0,0,1,"Botswana Democratic Party, BDP",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.920381203,7,1,0,0,1,"Botswana Democratic Party, BDP",0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.285625918,7,8,0,0,0,"Botswana Democratic Party, BDP",0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.740055575,8,1,0,0,1,"Botswana Democratic Party, BDP",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-1.007434886,7,0,0,0,1,"Botswana Democratic Party, BDP",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-1.085390281,6,1,0,0,0,Independent,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.665630119,6,6,0,0,0,"Botswana Democratic Party, BDP",1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.755946547,7,2,0,0,0,"Botswana Democratic Party, BDP",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.920955625,4,1,0,0,1,"Botswana Democratic Party, BDP",1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.122347633,6,1,0,0,0,"Botswana Democratic Party, BDP",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.908594592,8,6,0,0,0,"Botswana Democratic Party, BDP",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.130871498,4,41,0,0,1,"Botswana Democratic Party, BDP",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.566753603,8,6,0,0,0,"Botswana Democratic Party, BDP",0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.09414018,5,1,0,0,1,"Botswana National Front, BNF",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.270935869,6,6,0,0,1,"Botswana National Front, BNF",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.217694209,6,6,0,0,0,"Botswana National Front, BNF",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.447731557,5,1,0,0,1,"Botswana National Front, BNF",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.830639197,6,1,0,0,1,"Botswana Congress Party, BCP",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.656531832,8,1,0,0,1,"Botswana Movement for Democracy, BMD",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,-0.09414018,3,1,0,0,1,"Botswana Congress Party, BCP",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Botswana,0.074398837,6,1,0,0,1,"Botswana Congress Party, BCP",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2011,-0.315347113,7.9,8,0.7142857,1,0,6291,62,56,0.68,77,1,82,0.71,0,0.51
Burkina,-0.305002278,3,18,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.267405929,7,1,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,1,0,0,0,0,0,0,0,0,1,NA,NA,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.566753603,5,3,0,1,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.46791331,8,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.645412144,6,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.195448559,9,18,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.27919254,3,3,1,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.975430299,7,4,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.369776162,8,8,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.566753603,7,12,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.366015251,9,3,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.138897198,8,11,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.308241609,6,3,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.366015251,5,3,1,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.755372125,8,3,0,0,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-1.172443964,3,8,0,0,1,"Convention des forces dí©mocratiques du Burkina, CFD-B",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.109236492,8,3,1,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.13144592,3,18,0,0,1,"Convention des forces dí©mocratiques du Burkina, CFD-B",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.685673401,5,8,0,1,0,"Union pour la rí©publique, UPR",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,0.221187926,7,3,1,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.013351716,3,13,0,0,1,"Alliance pour la dí©mocratie et la fí©dí©ration, rassemblement dí©mocratique africain, ADF-RDA",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.809754299,8,3,0,0,1,"Rassemblement pour le dí©veloppement du Burkina, RDB",1,0,0,0,0,0,0,2,0,0,0,0,NA,NA,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.82154091,7,3,0,1,0,"Convention des forces dí©mocratiques du Burkina, CFD-B",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.744252437,9,8,0,0,1,"Union pour la rí©publique, UPR",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.810421221,8,3,0,1,0,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.042661445,3,12,0,0,1,"CongríÂs pour la dí©mocratie et le progríÂs, CD",0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
Burkina,-0.302940455,6,2,0,0,1,"Union pour la rí©publique, UPR",0,0,0,1,1,0,0,1,0,0,0,0,NA,NA,1,2010,0.047874431,11.7,0,0.6576577,3,0,447,130,24,0.63,67,2.47,69,0.66,0,0.68
